,user_id,offer_id,offer_effect,offer_completed
26,38fe809add3b4fcf9315a9694bb96ff5,fafdcd668e3743c1bb461111dcafc2a4,,0
27,38fe809add3b4fcf9315a9694bb96ff5,5a8bc65990b245e5a138643cd4eb9837,1,1
28,38fe809add3b4fcf9315a9694bb96ff5,f19421c1d4aa40978ebb69ca19b0e20d,,0
29,38fe809add3b4fcf9315a9694bb96ff5,2906b810c7d4411798c6938adc9daaa5,,0
30,78afa995795e4d85b5d9ceeca43f5fef,ae264e3637204a6fb9bb56bc8210ddfd,1,1
31,78afa995795e4d85b5d9ceeca43f5fef,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
32,78afa995795e4d85b5d9ceeca43f5fef,3f207df678b143eea3cee63160fa8bed,,0
33,78afa995795e4d85b5d9ceeca43f5fef,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1
34,78afa995795e4d85b5d9ceeca43f5fef,0b1e1539f2cc45b7b9fa7c272da2e1d7,,0
35,78afa995795e4d85b5d9ceeca43f5fef,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
36,78afa995795e4d85b5d9ceeca43f5fef,fafdcd668e3743c1bb461111dcafc2a4,,0
37,78afa995795e4d85b5d9ceeca43f5fef,5a8bc65990b245e5a138643cd4eb9837,1,1
38,78afa995795e4d85b5d9ceeca43f5fef,f19421c1d4aa40978ebb69ca19b0e20d,1,1
39,78afa995795e4d85b5d9ceeca43f5fef,2906b810c7d4411798c6938adc9daaa5,,0
40,a03223e636434f42ac4c3df47e8bac43,ae264e3637204a6fb9bb56bc8210ddfd,,0
41,a03223e636434f42ac4c3df47e8bac43,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
42,a03223e636434f42ac4c3df47e8bac43,3f207df678b143eea3cee63160fa8bed,1,1
43,a03223e636434f42ac4c3df47e8bac43,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
44,a03223e636434f42ac4c3df47e8bac43,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,0
45,a03223e636434f42ac4c3df47e8bac43,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
46,a03223e636434f42ac4c3df47e8bac43,fafdcd668e3743c1bb461111dcafc2a4,,0
47,a03223e636434f42ac4c3df47e8bac43,5a8bc65990b245e5a138643cd4eb9837,0,1
48,a03223e636434f42ac4c3df47e8bac43,f19421c1d4aa40978ebb69ca19b0e20d,,0
49,a03223e636434f42ac4c3df47e8bac43,2906b810c7d4411798c6938adc9daaa5,,0
50,e2127556f4f64592b11af22de27a7932,ae264e3637204a6fb9bb56bc8210ddfd,,0
51,e2127556f4f64592b11af22de27a7932,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
52,e2127556f4f64592b11af22de27a7932,3f207df678b143eea3cee63160fa8bed,0,1
53,e2127556f4f64592b11af22de27a7932,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1
54,e2127556f4f64592b11af22de27a7932,0b1e1539f2cc45b7b9fa7c272da2e1d7,,0
55,e2127556f4f64592b11af22de27a7932,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
56,e2127556f4f64592b11af22de27a7932,fafdcd668e3743c1bb461111dcafc2a4,1,1
57,e2127556f4f64592b11af22de27a7932,5a8bc65990b245e5a138643cd4eb9837,,0
58,e2127556f4f64592b11af22de27a7932,f19421c1d4aa40978ebb69ca19b0e20d,,0
59,e2127556f4f64592b11af22de27a7932,2906b810c7d4411798c6938adc9daaa5,0,0
60,8ec6ce2a7e7949b1bf142def7d0e0586,ae264e3637204a6fb9bb56bc8210ddfd,,0
61,8ec6ce2a7e7949b1bf142def7d0e0586,4d5c57ea9a6940dd891ad53e9dbe8da0,0,0
62,8ec6ce2a7e7949b1bf142def7d0e0586,3f207df678b143eea3cee63160fa8bed,0,0
63,8ec6ce2a7e7949b1bf142def7d0e0586,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
64,8ec6ce2a7e7949b1bf142def7d0e0586,0b1e1539f2cc45b7b9fa7c272da2e1d7,,0
65,8ec6ce2a7e7949b1bf142def7d0e0586,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
66,8ec6ce2a7e7949b1bf142def7d0e0586,fafdcd668e3743c1bb461111dcafc2a4,0,0
67,8ec6ce2a7e7949b1bf142def7d0e0586,5a8bc65990b245e5a138643cd4eb9837,,0
68,8ec6ce2a7e7949b1bf142def7d0e0586,f19421c1d4aa40978ebb69ca19b0e20d,,0
69,8ec6ce2a7e7949b1bf142def7d0e0586,2906b810c7d4411798c6938adc9daaa5,0,0
70,68617ca6246f4fbc85e91a2a49552598,ae264e3637204a6fb9bb56bc8210ddfd,0,0
71,68617ca6246f4fbc85e91a2a49552598,4d5c57ea9a6940dd891ad53e9dbe8da0,0,0
72,68617ca6246f4fbc85e91a2a49552598,3f207df678b143eea3cee63160fa8bed,,0
73,68617ca6246f4fbc85e91a2a49552598,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,0
74,68617ca6246f4fbc85e91a2a49552598,0b1e1539f2cc45b7b9fa7c272da2e1d7,,0
75,68617ca6246f4fbc85e91a2a49552598,2298d6c36e964ae4a3e7e9706d1fb8c2,0,0
76,68617ca6246f4fbc85e91a2a49552598,fafdcd668e3743c1bb461111dcafc2a4,,0
77,68617ca6246f4fbc85e91a2a49552598,5a8bc65990b245e5a138643cd4eb9837,,0
78,68617ca6246f4fbc85e91a2a49552598,f19421c1d4aa40978ebb69ca19b0e20d,,0
79,68617ca6246f4fbc85e91a2a49552598,2906b810c7d4411798c6938adc9daaa5,0,0
80,389bc3fa690240e798340f5a15918d5c,ae264e3637204a6fb9bb56bc8210ddfd,,0
81,389bc3fa690240e798340f5a15918d5c,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
82,389bc3fa690240e798340f5a15918d5c,3f207df678b143eea3cee63160fa8bed,,0
83,389bc3fa690240e798340f5a15918d5c,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1
84,389bc3fa690240e798340f5a15918d5c,0b1e1539f2cc45b7b9fa7c272da2e1d7,,0
85,389bc3fa690240e798340f5a15918d5c,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
86,389bc3fa690240e798340f5a15918d5c,fafdcd668e3743c1bb461111dcafc2a4,1,1
87,389bc3fa690240e798340f5a15918d5c,5a8bc65990b245e5a138643cd4eb9837,,0
88,389bc3fa690240e798340f5a15918d5c,f19421c1d4aa40978ebb69ca19b0e20d,1,1
89,389bc3fa690240e798340f5a15918d5c,2906b810c7d4411798c6938adc9daaa5,1,1
90,8974fc5686fe429db53ddde067b88302,ae264e3637204a6fb9bb56bc8210ddfd,,0
91,8974fc5686fe429db53ddde067b88302,4d5c57ea9a6940dd891ad53e9dbe8da0,0,0
92,8974fc5686fe429db53ddde067b88302,3f207df678b143eea3cee63160fa8bed,,0
93,8974fc5686fe429db53ddde067b88302,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1
94,8974fc5686fe429db53ddde067b88302,0b1e1539f2cc45b7b9fa7c272da2e1d7,,0
95,8974fc5686fe429db53ddde067b88302,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
96,8974fc5686fe429db53ddde067b88302,fafdcd668e3743c1bb461111dcafc2a4,,0
97,8974fc5686fe429db53ddde067b88302,5a8bc65990b245e5a138643cd4eb9837,1,1
98,8974fc5686fe429db53ddde067b88302,f19421c1d4aa40978ebb69ca19b0e20d,0,0
99,8974fc5686fe429db53ddde067b88302,2906b810c7d4411798c6938adc9daaa5,,0
100,c4863c7985cf408faee930f111475da3,ae264e3637204a6fb9bb56bc8210ddfd,1,1
101,c4863c7985cf408faee930f111475da3,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
102,c4863c7985cf408faee930f111475da3,3f207df678b143eea3cee63160fa8bed,,0
103,c4863c7985cf408faee930f111475da3,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
104,c4863c7985cf408faee930f111475da3,0b1e1539f2cc45b7b9fa7c272da2e1d7,,0
105,c4863c7985cf408faee930f111475da3,2298d6c36e964ae4a3e7e9706d1fb8c2,0,0
106,c4863c7985cf408faee930f111475da3,fafdcd668e3743c1bb461111dcafc2a4,,0
107,c4863c7985cf408faee930f111475da3,5a8bc65990b245e5a138643cd4eb9837,,0
108,c4863c7985cf408faee930f111475da3,f19421c1d4aa40978ebb69ca19b0e20d,,0
109,c4863c7985cf408faee930f111475da3,2906b810c7d4411798c6938adc9daaa5,,0
110,148adfcaa27d485b82f323aaaad036bd,ae264e3637204a6fb9bb56bc8210ddfd,0,0
111,148adfcaa27d485b82f323aaaad036bd,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
112,148adfcaa27d485b82f323aaaad036bd,3f207df678b143eea3cee63160fa8bed,,0
113,148adfcaa27d485b82f323aaaad036bd,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
114,148adfcaa27d485b82f323aaaad036bd,0b1e1539f2cc45b7b9fa7c272da2e1d7,,0
115,148adfcaa27d485b82f323aaaad036bd,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1
116,148adfcaa27d485b82f323aaaad036bd,fafdcd668e3743c1bb461111dcafc2a4,,0
117,148adfcaa27d485b82f323aaaad036bd,5a8bc65990b245e5a138643cd4eb9837,,0
118,148adfcaa27d485b82f323aaaad036bd,f19421c1d4aa40978ebb69ca19b0e20d,0,0
119,148adfcaa27d485b82f323aaaad036bd,2906b810c7d4411798c6938adc9daaa5,,0
120,2eeac8d8feae4a8cad5a6af0499a211d,ae264e3637204a6fb9bb56bc8210ddfd,,0
121,2eeac8d8feae4a8cad5a6af0499a211d,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
122,2eeac8d8feae4a8cad5a6af0499a211d,3f207df678b143eea3cee63160fa8bed,0,0
123,2eeac8d8feae4a8cad5a6af0499a211d,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
124,2eeac8d8feae4a8cad5a6af0499a211d,0b1e1539f2cc45b7b9fa7c272da2e1d7,,0
125,2eeac8d8feae4a8cad5a6af0499a211d,2298d6c36e964ae4a3e7e9706d1fb8c2,0,0
126,2eeac8d8feae4a8cad5a6af0499a211d,fafdcd668e3743c1bb461111dcafc2a4,1,1
127,2eeac8d8feae4a8cad5a6af0499a211d,5a8bc65990b245e5a138643cd4eb9837,,0
128,2eeac8d8feae4a8cad5a6af0499a211d,f19421c1d4aa40978ebb69ca19b0e20d,,0
129,2eeac8d8feae4a8cad5a6af0499a211d,2906b810c7d4411798c6938adc9daaa5,,0
130,aa4862eba776480b8bb9c68455b8c2e1,ae264e3637204a6fb9bb56bc8210ddfd,1,1
131,aa4862eba776480b8bb9c68455b8c2e1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1
132,aa4862eba776480b8bb9c68455b8c2e1,3f207df678b143eea3cee63160fa8bed,,0
133,aa4862eba776480b8bb9c68455b8c2e1,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
134,aa4862eba776480b8bb9c68455b8c2e1,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,0
135,aa4862eba776480b8bb9c68455b8c2e1,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
136,aa4862eba776480b8bb9c68455b8c2e1,fafdcd668e3743c1bb461111dcafc2a4,,0
137,aa4862eba776480b8bb9c68455b8c2e1,5a8bc65990b245e5a138643cd4eb9837,1,1
138,aa4862eba776480b8bb9c68455b8c2e1,f19421c1d4aa40978ebb69ca19b0e20d,1,1
139,aa4862eba776480b8bb9c68455b8c2e1,2906b810c7d4411798c6938adc9daaa5,,0
140,e12aeaf2d47d42479ea1c4ac3d8286c6,ae264e3637204a6fb9bb56bc8210ddfd,0,0
141,e12aeaf2d47d42479ea1c4ac3d8286c6,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
142,e12aeaf2d47d42479ea1c4ac3d8286c6,3f207df678b143eea3cee63160fa8bed,,0
143,e12aeaf2d47d42479ea1c4ac3d8286c6,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
144,e12aeaf2d47d42479ea1c4ac3d8286c6,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1
145,e12aeaf2d47d42479ea1c4ac3d8286c6,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
146,e12aeaf2d47d42479ea1c4ac3d8286c6,fafdcd668e3743c1bb461111dcafc2a4,,0
147,e12aeaf2d47d42479ea1c4ac3d8286c6,5a8bc65990b245e5a138643cd4eb9837,,0
148,e12aeaf2d47d42479ea1c4ac3d8286c6,f19421c1d4aa40978ebb69ca19b0e20d,,0
149,e12aeaf2d47d42479ea1c4ac3d8286c6,2906b810c7d4411798c6938adc9daaa5,0,0
150,31dda685af34476cad5bc968bdb01c53,ae264e3637204a6fb9bb56bc8210ddfd,,0
151,31dda685af34476cad5bc968bdb01c53,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
152,31dda685af34476cad5bc968bdb01c53,3f207df678b143eea3cee63160fa8bed,,0
153,31dda685af34476cad5bc968bdb01c53,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
154,31dda685af34476cad5bc968bdb01c53,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,0
155,31dda685af34476cad5bc968bdb01c53,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1
156,31dda685af34476cad5bc968bdb01c53,fafdcd668e3743c1bb461111dcafc2a4,1,1
157,31dda685af34476cad5bc968bdb01c53,5a8bc65990b245e5a138643cd4eb9837,,0
158,31dda685af34476cad5bc968bdb01c53,f19421c1d4aa40978ebb69ca19b0e20d,,0
159,31dda685af34476cad5bc968bdb01c53,2906b810c7d4411798c6938adc9daaa5,,0
160,62cf5e10845442329191fc246e7bcea3,ae264e3637204a6fb9bb56bc8210ddfd,1,1
161,62cf5e10845442329191fc246e7bcea3,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
162,62cf5e10845442329191fc246e7bcea3,3f207df678b143eea3cee63160fa8bed,,0
163,62cf5e10845442329191fc246e7bcea3,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
164,62cf5e10845442329191fc246e7bcea3,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,0
165,62cf5e10845442329191fc246e7bcea3,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
166,62cf5e10845442329191fc246e7bcea3,fafdcd668e3743c1bb461111dcafc2a4,,0
167,62cf5e10845442329191fc246e7bcea3,5a8bc65990b245e5a138643cd4eb9837,1,1
168,62cf5e10845442329191fc246e7bcea3,f19421c1d4aa40978ebb69ca19b0e20d,,0
169,62cf5e10845442329191fc246e7bcea3,2906b810c7d4411798c6938adc9daaa5,,0
170,744d603ef08c4f33af5a61c8c7628d1c,ae264e3637204a6fb9bb56bc8210ddfd,0,0
171,744d603ef08c4f33af5a61c8c7628d1c,4d5c57ea9a6940dd891ad53e9dbe8da0,0,0
172,744d603ef08c4f33af5a61c8c7628d1c,3f207df678b143eea3cee63160fa8bed,,0
173,744d603ef08c4f33af5a61c8c7628d1c,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
174,744d603ef08c4f33af5a61c8c7628d1c,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,0
175,744d603ef08c4f33af5a61c8c7628d1c,2298d6c36e964ae4a3e7e9706d1fb8c2,0,0
176,744d603ef08c4f33af5a61c8c7628d1c,fafdcd668e3743c1bb461111dcafc2a4,,0
177,744d603ef08c4f33af5a61c8c7628d1c,5a8bc65990b245e5a138643cd4eb9837,1,1
178,744d603ef08c4f33af5a61c8c7628d1c,f19421c1d4aa40978ebb69ca19b0e20d,,0
179,744d603ef08c4f33af5a61c8c7628d1c,2906b810c7d4411798c6938adc9daaa5,,0
180,6445de3b47274c759400cd68131d91b4,ae264e3637204a6fb9bb56bc8210ddfd,,0
181,6445de3b47274c759400cd68131d91b4,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
182,6445de3b47274c759400cd68131d91b4,3f207df678b143eea3cee63160fa8bed,0,1
183,6445de3b47274c759400cd68131d91b4,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1
184,6445de3b47274c759400cd68131d91b4,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,0
185,6445de3b47274c759400cd68131d91b4,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1
186,6445de3b47274c759400cd68131d91b4,fafdcd668e3743c1bb461111dcafc2a4,,0
187,6445de3b47274c759400cd68131d91b4,5a8bc65990b245e5a138643cd4eb9837,,0
188,6445de3b47274c759400cd68131d91b4,f19421c1d4aa40978ebb69ca19b0e20d,,0
189,6445de3b47274c759400cd68131d91b4,2906b810c7d4411798c6938adc9daaa5,,0
190,a448667f336b42c9a66fc5ffd5d73772,ae264e3637204a6fb9bb56bc8210ddfd,0,0
191,a448667f336b42c9a66fc5ffd5d73772,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
192,a448667f336b42c9a66fc5ffd5d73772,3f207df678b143eea3cee63160fa8bed,,0
193,a448667f336b42c9a66fc5ffd5d73772,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,0
194,a448667f336b42c9a66fc5ffd5d73772,0b1e1539f2cc45b7b9fa7c272da2e1d7,,0
195,a448667f336b42c9a66fc5ffd5d73772,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
196,a448667f336b42c9a66fc5ffd5d73772,fafdcd668e3743c1bb461111dcafc2a4,,0
197,a448667f336b42c9a66fc5ffd5d73772,5a8bc65990b245e5a138643cd4eb9837,1,1
198,a448667f336b42c9a66fc5ffd5d73772,f19421c1d4aa40978ebb69ca19b0e20d,,0
199,a448667f336b42c9a66fc5ffd5d73772,2906b810c7d4411798c6938adc9daaa5,,0
200,440cf1fd7580490c971d8c651ed962af,ae264e3637204a6fb9bb56bc8210ddfd,,0
201,440cf1fd7580490c971d8c651ed962af,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
202,440cf1fd7580490c971d8c651ed962af,3f207df678b143eea3cee63160fa8bed,,0
203,440cf1fd7580490c971d8c651ed962af,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
204,440cf1fd7580490c971d8c651ed962af,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1
205,440cf1fd7580490c971d8c651ed962af,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1
206,440cf1fd7580490c971d8c651ed962af,fafdcd668e3743c1bb461111dcafc2a4,,0
207,440cf1fd7580490c971d8c651ed962af,5a8bc65990b245e5a138643cd4eb9837,,0
208,440cf1fd7580490c971d8c651ed962af,f19421c1d4aa40978ebb69ca19b0e20d,,0
209,440cf1fd7580490c971d8c651ed962af,2906b810c7d4411798c6938adc9daaa5,0,1
210,4b0da7e80e5945209a1fdddfe813dbe0,ae264e3637204a6fb9bb56bc8210ddfd,1,1
211,4b0da7e80e5945209a1fdddfe813dbe0,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
212,4b0da7e80e5945209a1fdddfe813dbe0,3f207df678b143eea3cee63160fa8bed,1,1
213,4b0da7e80e5945209a1fdddfe813dbe0,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
214,4b0da7e80e5945209a1fdddfe813dbe0,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1
215,4b0da7e80e5945209a1fdddfe813dbe0,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
216,4b0da7e80e5945209a1fdddfe813dbe0,fafdcd668e3743c1bb461111dcafc2a4,,0
217,4b0da7e80e5945209a1fdddfe813dbe0,5a8bc65990b245e5a138643cd4eb9837,,0
218,4b0da7e80e5945209a1fdddfe813dbe0,f19421c1d4aa40978ebb69ca19b0e20d,,0
219,4b0da7e80e5945209a1fdddfe813dbe0,2906b810c7d4411798c6938adc9daaa5,,0
220,c27e0d6ab72c455a8bb66d980963de60,ae264e3637204a6fb9bb56bc8210ddfd,,0
221,c27e0d6ab72c455a8bb66d980963de60,4d5c57ea9a6940dd891ad53e9dbe8da0,0,0
222,c27e0d6ab72c455a8bb66d980963de60,3f207df678b143eea3cee63160fa8bed,1,1
223,c27e0d6ab72c455a8bb66d980963de60,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
224,c27e0d6ab72c455a8bb66d980963de60,0b1e1539f2cc45b7b9fa7c272da2e1d7,,0
225,c27e0d6ab72c455a8bb66d980963de60,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
226,c27e0d6ab72c455a8bb66d980963de60,fafdcd668e3743c1bb461111dcafc2a4,1,1
227,c27e0d6ab72c455a8bb66d980963de60,5a8bc65990b245e5a138643cd4eb9837,1,1
228,c27e0d6ab72c455a8bb66d980963de60,f19421c1d4aa40978ebb69ca19b0e20d,,0
229,c27e0d6ab72c455a8bb66d980963de60,2906b810c7d4411798c6938adc9daaa5,,0
230,2b826eba31074a059d63b0ae8f50b7d5,ae264e3637204a6fb9bb56bc8210ddfd,,0
231,2b826eba31074a059d63b0ae8f50b7d5,4d5c57ea9a6940dd891ad53e9dbe8da0,0,0
232,2b826eba31074a059d63b0ae8f50b7d5,3f207df678b143eea3cee63160fa8bed,1,1
233,2b826eba31074a059d63b0ae8f50b7d5,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
234,2b826eba31074a059d63b0ae8f50b7d5,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,0
235,2b826eba31074a059d63b0ae8f50b7d5,2298d6c36e964ae4a3e7e9706d1fb8c2,0,0
236,2b826eba31074a059d63b0ae8f50b7d5,fafdcd668e3743c1bb461111dcafc2a4,,0
237,2b826eba31074a059d63b0ae8f50b7d5,5a8bc65990b245e5a138643cd4eb9837,,0
238,2b826eba31074a059d63b0ae8f50b7d5,f19421c1d4aa40978ebb69ca19b0e20d,,0
239,2b826eba31074a059d63b0ae8f50b7d5,2906b810c7d4411798c6938adc9daaa5,,0
240,f806632c011441378d4646567f357a21,ae264e3637204a6fb9bb56bc8210ddfd,,0
241,f806632c011441378d4646567f357a21,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1
242,f806632c011441378d4646567f357a21,3f207df678b143eea3cee63160fa8bed,1,1
243,f806632c011441378d4646567f357a21,9b98b8c7a33c4b65b9aebfe6a799e6d9,,0
244,f806632c011441378d4646567f357a21,0b1e1539f2cc45b7b9fa7c272da2e1d7,,0
245,f806632c011441378d4646567f357a21,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
246,f806632c011441378d4646567f357a21,fafdcd668e3743c1bb461111dcafc2a4,1,1
247,f806632c011441378d4646567f357a21,5a8bc65990b245e5a138643cd4eb9837,,0
248,f806632c011441378d4646567f357a21,f19421c1d4aa40978ebb69ca19b0e20d,,0
249,f806632c011441378d4646567f357a21,2906b810c7d4411798c6938adc9daaa5,,0
250,d058f73bf8674a26a95227db098147b1,ae264e3637204a6fb9bb56bc8210ddfd,,0
251,d058f73bf8674a26a95227db098147b1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1
252,d058f73bf8674a26a95227db098147b1,3f207df678b143eea3cee63160fa8bed,,0
253,d058f73bf8674a26a95227db098147b1,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,0
254,d058f73bf8674a26a95227db098147b1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1
255,d058f73bf8674a26a95227db098147b1,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
256,d058f73bf8674a26a95227db098147b1,fafdcd668e3743c1bb461111dcafc2a4,,0
257,d058f73bf8674a26a95227db098147b1,5a8bc65990b245e5a138643cd4eb9837,,0
258,d058f73bf8674a26a95227db098147b1,f19421c1d4aa40978ebb69ca19b0e20d,,0
259,d058f73bf8674a26a95227db098147b1,2906b810c7d4411798c6938adc9daaa5,1,1
260,65aba5c617294649aeb624da249e1ee5,ae264e3637204a6fb9bb56bc8210ddfd,0,0
261,65aba5c617294649aeb624da249e1ee5,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
262,65aba5c617294649aeb624da249e1ee5,3f207df678b143eea3cee63160fa8bed,,0
263,65aba5c617294649aeb624da249e1ee5,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,0
264,65aba5c617294649aeb624da249e1ee5,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,0
265,65aba5c617294649aeb624da249e1ee5,2298d6c36e964ae4a3e7e9706d1fb8c2,,0
266,65aba5c617294649aeb624da249e1ee5,fafdcd668e3743c1bb461111dcafc2a4,1,1
267,65aba5c617294649aeb624da249e1ee5,5a8bc65990b245e5a138643cd4eb9837,,0
268,65aba5c617294649aeb624da249e1ee5,f19421c1d4aa40978ebb69ca19b0e20d,,0
269,65aba5c617294649aeb624da249e1ee5,2906b810c7d4411798c6938adc9daaa5,0,0
270,c6c9884912c645429f3333f912b55f44,ae264e3637204a6fb9bb56bc8210ddfd,,0
271,c6c9884912c645429f3333f912b55f44,4d5c57ea9a6940dd891ad53e9dbe8da0,,0
272,c6c9884912c645429f3333f912b55f44,3f207df678b143eea3cee63160fa8bed,,0
273,c6c9884912c645429f3333f912b55f44,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,0
274,c6c9884912c645429f3333f912b55f44,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,0
